Title,Company,Location,Date Posted,Job Link,Job Description,Email,Similarity Percentage
"Software Engineer III, Front End, Google Cloud",Google,"Bengaluru, Karnataka, India",7 hours ago,https://in.linkedin.com/jobs/view/software-engineer-iii-front-end-google-cloud-at-google-3914163191?position=2&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=Xmrjuk9sPYEl%2FY2FGx3RZg%3D%3D&trk=public_jobs_jserp-result_search-card,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Bengaluru, Karnataka, India; Hyderabad, Telangana, India.Minimum qualifications:

Bachelor’s degree or equivalent practical experience.
2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
2 years of experience with data structures or algorithms in either an academic or industry setting.

Preferred qualifications:

Master's degree or PhD in Computer Science or related technical field.
2 years of experience with front-end frameworks, full-stack development, and/or API development.
Experience developing accessible technologies.

About The Job

Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.

With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.

Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.

Responsibilities

Write product or system development code.
Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.


Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3921208734?position=3&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=6UF3oyV7VSJ6HsIRvOO7Ng%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Software Development Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3533172130?position=4&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=kdWh1HupQtG8qnU1rqSeYA%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

At Tesco, inclusion means that Everyone?s Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues ? who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description

My impact reaches across the team in which I work. I provide technical leadership of medium to large features, participating in their design and taking accountability for their delivery. I am comfortable implementing and shipping end-to-end stories and am starting to understand the deeper problems in my part of the business. I am likely to be considered an expert in a specific part of my domain. This is the first level at which I do more than complete the work that’s been assigned to me: I am starting to build and prioritise my own work by understanding the problems my team faces and proposing, implementing, and delivering solutions to them. I am aware of the short-term and long-term goals across my product. I work within my team, utilising data driven decision making techniques, to encouraging optimal outcomes whilst accepting appropriate trade-offs. I am comfortable both supporting other engineers in their delivery and taking the lead on major components or small services as appropriate. At this level I display a degree of ownership for the work conducted by the team and am experienced enough to know when I need support. I am able to identify risks and raise these as appropriate. At this level I am beginning to support, coach, and mentor those around me. As junior engineers join the team, I am assisting them through their onboarding process and leaning on my past experience to help get them up to speed. Whilst I may not formally be a mentor for other engineers, I am someone that individuals across the team will come to for advice and help. I prioritise sharing skills and technical knowledge across my team. I contribute to the raising the quality bar of my team’s codebase, both in the code that I produce and by helping to peer review code written by other team members. I proactively provide constructive and useful feedback to other team members on their code. I have a good understanding of best practices across the industry and of Tesco architectural standards. I make sure to put these principles and standards into practice when completing my work. I am aware of the best testing and deployment strategies in the industry and have a view on the suitability of implementing these within my team. I am comfortable working in a group context and am capable of communicating technical concepts to key stakeholders.

Qualifications

BE

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Software Dev Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/software-dev-engineer-ii-at-tesco-bengaluru-3686068951?position=5&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=UBv%2FYS%2FZO9fetQq3cHALUg%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

At Tesco, inclusion means that Everyones Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues  who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description
Take a problem where technical strategy or approach is defined and come up with the solution design and drives the implementation with a fair level of autonomy including interacting with other SDEs in the same team or peer teams
Reach out for direction proactively in case of ambiguities or constraints
Own the delivery of a major component in a service or a small service entirely as part of a feature delivery
Suggest improvements to processes and methodologies to enhance delivery speed quality
Mentor and guide other WL1 SDEs in the team and help in hiring
Question requirements and challenge where necessary
Identify value of tasks & always work on the highest priority items

Programming
Demonstrate a good understanding of at least one major programming language
Understand the framework and enough of the tool ecosystem of the chosen language to implement end to end components with minimal assistance Comfortably produce and refactor code without assistance
Test drive features in programming language of choice
Understand different major language paradigms (OOP/Functional)
Understand presence of abstraction beneath language (JVM/CLR)
Reason about complexity of algorithms (time and space) and code (cyclomatic)
Debug code
Understand and resolve complex issues

Design
Identify design patterns in code
Implement design patterns with guidance
Comfortably translate small behaviour requirements into tasks & code
Understand how high-quality code can lead to rapid delivery
Write clean maintainable code
Demonstrate a basic understanding of domains and domain modelling
Seek out and use appropriate abstractions
Understand patterns for integration (events/services)
Understand how to leverage existing functionality outside immediate project
Understand scope of project and when to move behaviour to other services

Development Practice
Understand continuous integration and continuous delivery
Demonstrate a working knowledge of CI tooling
Writes tests to ensure CI/CD processes work
Understand BDD/TDD/Performance/Security/Smoke testing

Infrastructure
Demonstrate a good working knowledge of one relevant operating system
Script and automate within relevant environment

Security
Understand Oauth/Saml & identity models

Qualifications

Java Springboot Kafka Couchbase Jenkins Engineering best practices Distributed system

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3919104306?position=6&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=%2FjTBrKmWe%2BgwL8r4W6l5WA%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Data Analytics Engineer,One,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/data-analytics-engineer-at-one-3912449673?position=7&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=8pOfVFCHENGxSHrs7pXT4g%3D%3D&trk=public_jobs_jserp-result_search-card,"About One

One’s mission is simple - to help customers achieve financial progress. We’re doing this by creating simple solutions to help our customers save, spend, borrow, and grow their money – all in one place.

The U.S. consumer today deserves better. Millions of Americans today can’t access credit, build savings or wealth, and are left to manage their financial lives through multiple disconnected apps. Almost a quarter of U.S. adults are unbanked or underbanked and roughly 80% of fintech users rely on multiple accounts to manage their finances.

What makes us unique? We are backed by a preeminent fintech investor (Ribbit) and the world’s largest retailer (Walmart), maintain the speed and independence of a startup, and employ a strong (and growing) collection of world-class talent.

There’s never been a better moment to build a business that helps people achieve financial progress. Come build with us!

The Role

As an Analytics Engineer at ONE, you play a crucial role in transforming vast amounts of data into actionable insights, enabling faster and informed business decisions. You'll be responsible for designing and building performant analytical data models, collaborating with stakeholders, influencing infrastructural designs, and contributing to the development of insightful data dashboards. Working closely with data engineering and product analytics teams, you'll be at the forefront of driving our analytical vision.

The Role Is Responsible For

Own and lead analytics engineering of key areas, influence key decision makings in data infra and business
Design and build scalable analytical data pipelines and models
Collaborate with product and business stakeholders to craft insightful metrics, and create dashboards that drive business strategy
Triage incidents, debug data issues to ensure data fidelity
Test and monitor data marts for accuracy and freshness
Maintain existing data models to iterate logics based on product/business updates

You Bring

7+ years of analytical experience, including 2+ year in data pipelining and modeling
Preferred data stack: dbt / Looker
Strong proficiency in SQL
Experience building analytical models
An ownership mentality: decisive, collaborative, and adept at prioritization
Proven ability to collaborate across functions to solve complex data problems
Strong written and verbal communication skills, with the ability to explain technical concepts to non-technical audiences
Intellectual curiosity and a focus on understanding the 'why'

We use Covey as part of our hiring process for jobs in NYC and certain features may qualify it as an AEDT. As part of the evaluation process we provide Covey with job requirements and candidate submitted applications. We began using Covey Scout for Inbound on May 31, 2024.

Please see the independent bias audit report covering our use of Covey here.

Leveling Philosophy

In order to thoughtfully scale the company and avoid downstream inequities, we’ve adopted a flat titling structure at One. Though we may occasionally post a role externally with a prefix such as “Senior” to reflect the external level of the position, we do not use prefixes in titles like that internally unless in a position which manages a team. Internal titles typically include your specific functional responsibility, such as engineering, product management or sales, and often include additional descriptors to ensure clarity of role and placement within our organization (i.e. “Engineer, Platform”, “Sales, Business Development” or “Manager, Talent”). Employees are paid commensurate with their experience and the internal level within One.

Inclusion & Belonging

To build technology and products that are used and loved by people and solve real-world problems, we need to build a team with many different perspectives and experiences. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We encourage candidates from all backgrounds to apply. Applicants in need of special assistance or accommodation during the interview process or in accessing our website may contact us at talent@one.app.",talent@one.app,0
"Senior Software Engineer, Search Platform",Roku,"Bengaluru, Karnataka, India",5 hours ago,https://in.linkedin.com/jobs/view/senior-software-engineer-search-platform-at-roku-3960142261?position=8&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=%2FRjJleUHmXti5NWZi5KDvQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Teamwork makes the stream work.

Roku Is Changing How The World Watches TV

Roku is the #1 TV streaming platform in the US, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.

From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.

About The Role

Roku Search team directly contributes to Roku's mission by helping connect users to the content they like and enabling content publishers to build and monetize large audiences. Our team builds state-of-the-art machine learning algorithms to optimize search relevance and highly scalable, reliable & low latency search platform infrastructure to power a delightful search experience. We are looking for a Senior Software Engineer to help us take our Search infrastructure to the next level of scalability, power innovation, and growth worldwide.

What You Will Be Doing

You will build & support world-class search platform infrastructure that power Search Query Understanding, Autocomplete, Candidate Retrieval (Lexical & Embedding Based), Search ranking, and personalization
Iterate and optimize for our improving platform KPIs (Key Performance Indicators), driving reliability, stability, low latency, and cost efficiency across search API & indexing systems, ML infrastructure, and search data platforms
Manage individual project priorities, deadlines, and deliverables with limited supervision

We're excited if you have

7+ years of relevant industry experience in the design of large-scale distributed Systems.
Strong CS fundamentals. Should be able to write an algorithm with ease
You are fluent in one of the high-level programming languages like Java, Scala, Go, or Python
We would love to see that you have worked with big data systems (Spark, Kafka, Flink, S3, Airflow)
Expert in data storing solutions. Able to make a reasoned choice between various products like MySQL, Aerospike,DynamoDB, Redis, RocksDB ...
Have experience with ETL pipelines, both streaming and batch
In-depth knowledge of at least one search engine (Elasticsearch, Solr, Vespa …)
Ability to thrive as a self-driven employee who can follow tasks from conception to creation

Benefits

Roku is committed to offering a diverse range of benefits as part of our compensation package to support our employees and their families. Our comprehensive benefits include global access to mental health and financial wellness support and resources. Local benefits include statutory and voluntary benefits which may include healthcare (medical, dental, and vision), life, accident, disability, commuter, and retirement options (401(k)/pension). Our employees can take time off work for vacation and other personal reasons to balance their evolving work and life needs. It's important to note that not every benefit is available in all locations or for every role. For details specific to your location, please consult with your recruiter.

The Roku Culture

Roku is a great place for people who want to work in a fast-paced environment where everyone is focused on the company's success rather than their own. We try to surround ourselves with people who are great at their jobs, who are easy to work with, and who keep their egos in check. We appreciate a sense of humor. We believe a fewer number of very talented folks can do more for less cost than a larger number of less talented teams. We’re independent thinkers with big ideas who act boldly, move fast and accomplish extraordinary things through collaboration and trust. In short, at Roku you'll be part of a company that's changing how the world watches TV.

We have a unique culture that we are proud of. We think of ourselves primarily as problem-solvers, which itself is a two-part idea. We come up with the solution, but the solution isn't real until it is built and delivered to the customer. That penchant for action gives us a pragmatic approach to innovation, one that has served us well since 2002.

To learn more about Roku, our global footprint, and how we've grown, visit https://www.weareroku.com/factsheet.

By providing your information, you acknowledge that you have read our Applicant Privacy Notice and authorize Roku to process your data subject to those terms.",,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/data-engineer-at-zemoso-technologies-4007490625?position=9&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=qAypb7kGQBZLe8czil68qg%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Software Development Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",7 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3686069687?position=10&pageNum=2&refId=z61cbgAY8G9EXkk5Ke0qog%3D%3D&trackingId=nxAmsgmlma2luDIg1Wh82g%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

Job Description

My impact reaches across the team in which I work. I provide technical leadership of medium to large features, participating in their design and taking accountability for their delivery. I am comfortable implementing and shipping end-to-end stories and am starting to understand the deeper problems in my part of the business. I am likely to be considered an expert in a specific part of my domain. This is the first level at which I do more than complete the work that’s been assigned to me: I am starting to build and prioritise my own work by understanding the problems my team faces and proposing, implementing, and delivering solutions to them. I am aware of the short-term and long-term goals across my product. I work within my team, utilising data driven decision making techniques, to encouraging optimal outcomes whilst accepting appropriate trade-offs. I am comfortable both supporting other engineers in their delivery and taking the lead on major components or small services as appropriate. At this level I display a degree of ownership for the work conducted by the team and am experienced enough to know when I need support. I am able to identify risks and raise these as appropriate. At this level I am beginning to support, coach, and mentor those around me. As junior engineers join the team, I am assisting them through their onboarding process and leaning on my past experience to help get them up to speed. Whilst I may not formally be a mentor for other engineers, I am someone that individuals across the team will come to for advice and help. I prioritise sharing skills and technical knowledge across my team. I contribute to the raising the quality bar of my team’s codebase, both in the code that I produce and by helping to peer review code written by other team members. I proactively provide constructive and useful feedback to other team members on their code. I have a good understanding of best practices across the industry and of Tesco architectural standards. I make sure to put these principles and standards into practice when completing my work. I am aware of the best testing and deployment strategies in the industry and have a view on the suitability of implementing these within my team. I am comfortable working in a group context and am capable of communicating technical concepts to key stakeholders.

Qualifications

BE

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Software Development Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3533173094?position=1&pageNum=5&refId=hyCRS9zOeGjc7KsWkZO73g%3D%3D&trackingId=lXJIKXFktmaIJZIYQHVmhw%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

At Tesco, inclusion means that Everyone?s Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues ? who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description

My impact reaches across the team in which I work. I provide technical leadership of medium to large features, participating in their design and taking accountability for their delivery. I am comfortable implementing and shipping end-to-end stories and am starting to understand the deeper problems in my part of the business. I am likely to be considered an expert in a specific part of my domain. This is the first level at which I do more than complete the work that’s been assigned to me: I am starting to build and prioritise my own work by understanding the problems my team faces and proposing, implementing, and delivering solutions to them. I am aware of the short-term and long-term goals across my product. I work within my team, utilising data driven decision making techniques, to encouraging optimal outcomes whilst accepting appropriate trade-offs. I am comfortable both supporting other engineers in their delivery and taking the lead on major components or small services as appropriate. At this level I display a degree of ownership for the work conducted by the team and am experienced enough to know when I need support. I am able to identify risks and raise these as appropriate. At this level I am beginning to support, coach, and mentor those around me. As junior engineers join the team, I am assisting them through their onboarding process and leaning on my past experience to help get them up to speed. Whilst I may not formally be a mentor for other engineers, I am someone that individuals across the team will come to for advice and help. I prioritise sharing skills and technical knowledge across my team. I contribute to the raising the quality bar of my team’s codebase, both in the code that I produce and by helping to peer review code written by other team members. I proactively provide constructive and useful feedback to other team members on their code. I have a good understanding of best practices across the industry and of Tesco architectural standards. I make sure to put these principles and standards into practice when completing my work. I am aware of the best testing and deployment strategies in the industry and have a view on the suitability of implementing these within my team. I am comfortable working in a group context and am capable of communicating technical concepts to key stakeholders.

Qualifications

BE

Additional Information

Java, Spring, Microservices, CI/CD, Jenkins, Kafka

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/data-engineer-at-swiss-re-3988037620?position=2&pageNum=5&refId=hyCRS9zOeGjc7KsWkZO73g%3D%3D&trackingId=R6NDK%2FhONAaZMl2sXYkGMw%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Data Analyst Analysis Trainee Fresher | New Batch |,Prometrics Solutions,India,7 hours ago,https://in.linkedin.com/jobs/view/data-analyst-analysis-trainee-fresher-new-batch-at-prometrics-solutions-4007700064?position=3&pageNum=5&refId=hyCRS9zOeGjc7KsWkZO73g%3D%3D&trackingId=sA4cyjwxQ9ygphsKZ3lSJA%3D%3D&trk=public_jobs_jserp-result_search-card,"Overview

As a Data Analyst Analysis Trainee, you will be an essential part of our organization's data analysis team. This role is crucial in supporting the team's efforts to extract, analyze, and interpret complex data sets to drive business decisions and enhance overall performance.

Key Responsibilities

Assist in collecting and interpreting data for analysis
Utilize statistical tools to analyze and interpret data sets
Assist in developing and maintaining databases and data systems
Prepare and present reports and visualizations of data findings
Work closely with the team to identify trends and insights
Assist in conducting research to support data analysis initiatives
Contribute to data cleaning and validation processes
Support the implementation of data analysis processes and tools
Assist in identifying and troubleshooting data-related issues
Participate in training and professional development activities to enhance data analysis skills

Required Qualifications

Bachelor's degree in Data Science, Statistics, Computer Science, or a related field
Knowledge of SQL and database management systems
Proficiency in programming languages such as Python, R, or Java
Understanding of statistical concepts and methods
Strong analytical and critical thinking skills
Excellent communication and presentation abilities
Ability to work effectively in a team environment
Detail-oriented and capable of handling multiple tasks simultaneously
Experience with data visualization tools such as Tableau or Power BI
Knowledge of machine learning concepts is a plus

Skills: data analysis,sql,python,statistics,critical thinking,data,concepts,interpret,skills,communication,computer science,conducting,contribute",,0
